"gene_id","gene_name","Lmx1a_E1_R1","Lmx1a_E1_R2","Lmx1a_E1_R3","Lmx1a_E1_R4","Sox3U3_R1","Sox3U3_R2","Sox3U3_R3","Sox3U3_R4"
"ENSGALG00000052170","ENSGALG00000052170",0,2,0,7,13,1,2,4
"ENSGALG00000048155","ENSGALG00000048155",0,2,2,3,16,6,3,6
"ENSGALG00000053700","ENSGALG00000053700",1,12,55,42,45,24,14,9
"ENSGALG00000054796","ENSGALG00000054796",8,16,51,18,62,10,17,32
"ENSGALG00000049179","ENSGALG00000049179",1,5,19,6,62,7,8,12
"ENSGALG00000054026","ENSGALG00000054026",3,1,13,1,10,10,1,7
"ENSGALG00000011283","ENSGALG00000011283",70,85,274,246,271,190,107,34
"ENSGALG00000054990","ENSGALG00000054990",5,4,30,4,25,11,14,14
"ENSGALG00000051501","ENSGALG00000051501",15,25,31,20,71,18,2,18
"ENSGALG00000051642","ENSGALG00000051642",1,11,24,14,15,11,0,7
"ENSGALG00000048219","ENSGALG00000048219",9,8,16,6,24,4,0,2
"ENSGALG00000033593","UBE2E2",456,384,1257,968,1036,417,386,221
"ENSGALG00000017912","RF00003_2",0,1,1,1,1,0,0,2
"ENSGALG00000011286","UBE2E1",170,138,393,359,532,233,222,179
"ENSGALG00000011289","NKIRAS1",72,84,290,222,514,124,103,80
"ENSGALG00000011290","RPL15",12075,9121,36216,31740,53442,17957,11607,10165
"ENSGALG00000011291","NR1D2",167,111,488,298,496,221,111,112
"ENSGALG00000011294","THRB",23,19,45,26,123,52,50,52
"ENSGALG00000025834","RF02271_15",3,2,0,2,6,4,4,4
"ENSGALG00000011298","RARB",1192,1031,3173,2584,6811,2919,1325,1719
"ENSGALG00000027718","RF02271_16",0,0,5,1,0,1,0,0
"ENSGALG00000011300","TOP2B",1082,835,2655,1664,2463,1110,663,740
"ENSGALG00000011304","NGLY1",703,603,1726,2016,4111,1766,771,958
"ENSGALG00000011312","OXSM",91,77,260,262,742,243,118,126
"ENSGALG00000033901","ENSGALG00000033901",2,2,7,4,40,3,14,5
"ENSGALG00000051015","ENSGALG00000051015",3,0,3,11,24,5,3,2
"ENSGALG00000011314","LRRC3B",8,4,20,25,83,19,12,8
"ENSGALG00000011322","NEK10",33,70,161,61,238,63,76,81
"ENSGALG00000011405","SLC4A7",588,533,1858,1499,3039,1254,587,577
"ENSGALG00000027247","EOMES",4,3,8,7,60,10,5,4
"ENSGALG00000046816","ENSGALG00000046816",2,1,16,3,20,16,15,12
"ENSGALG00000051180","ENSGALG00000051180",3,11,27,11,75,17,14,7
"ENSGALG00000025811","ENSGALG00000025811",307,270,1090,788,1584,644,420,413
"ENSGALG00000036148","ENSGALG00000036148",12,17,46,19,44,18,11,15
"ENSGALG00000011428","AZI2",95,71,224,169,256,118,86,67
"ENSGALG00000011439","RBMS3",497,398,1505,1400,2828,1285,508,346
"ENSGALG00000053702","ENSGALG00000053702",17,12,31,20,42,27,5,18
"ENSGALG00000049076","ENSGALG00000049076",13,26,57,13,95,30,18,24
"ENSGALG00000046834","ENSGALG00000046834",4,7,14,5,19,11,7,0
"ENSGALG00000048622","ENSGALG00000048622",18,7,39,10,119,19,22,31
"ENSGALG00000048510","ENSGALG00000048510",6,0,16,7,15,4,10,7
"ENSGALG00000011442","TGFBR2",31,20,147,166,235,110,59,41
"ENSGALG00000011447","GADL1",5,7,30,37,74,21,14,17
"ENSGALG00000011465","STT3B",602,581,2064,1879,3325,1125,580,364
"ENSGALG00000050427","OSBPL10",36,22,115,117,278,112,43,51
"ENSGALG00000025305","gga-mir-1622",1,3,2,0,10,1,1,0
"ENSGALG00000011481","GPD1L",189,151,546,784,2506,1040,491,631
"ENSGALG00000011484","CMTM8",252,184,697,976,3263,1261,752,899
"ENSGALG00000011488","CMTM7",144,91,473,355,384,265,120,67
"ENSGALG00000011490","CMTM6",22,32,77,99,348,115,39,45
"ENSGALG00000011491","DYNC1LI1",1085,1053,3544,3580,6586,2709,1487,1348
"ENSGALG00000011494","CNOT10",372,410,1623,1462,3171,1301,578,643
"ENSGALG00000019622","TRIM71",3026,2320,7272,5584,7359,3221,2041,1461
"ENSGALG00000011498","TCAIM",286,167,578,541,1004,294,130,182
"ENSGALG00000054787","ENSGALG00000054787",37,32,115,54,203,55,54,28
"ENSGALG00000052964","ENSGALG00000052964",0,0,1,0,7,1,1,2
"ENSGALG00000018283","gga-mir-138-1",0,1,8,4,21,6,0,3
"ENSGALG00000050387","ENSGALG00000050387",0,2,9,4,17,2,3,0
"ENSGALG00000040363","ABHD4",80,78,234,213,441,212,91,62
"ENSGALG00000042371","ANO10",66,42,273,164,616,219,137,113
"ENSGALG00000039920","SNRK",123,84,254,241,515,231,90,67
"ENSGALG00000047614","ENSGALG00000047614",12,12,39,19,56,25,27,31
"ENSGALG00000011518","POMGNT2",135,68,358,296,1008,447,197,180
"ENSGALG00000037533","ENSGALG00000037533",94,75,200,229,404,202,100,70
"ENSGALG00000043379","RPL14",7188,5579,20179,15844,28148,8645,6746,5673
"ENSGALG00000030493","ENTPD3",32,27,96,81,531,196,83,98
"ENSGALG00000030552","ENSGALG00000030552",347,292,992,957,2200,701,635,395
"ENSGALG00000036807","NOD1",55,39,203,86,352,175,64,65
"ENSGALG00000031163","ZNRF2",9,18,35,13,45,8,13,18
"ENSGALG00000029724","MTURN",135,117,369,399,913,361,184,221
"ENSGALG00000025386","gga-mir-1723",47,53,209,224,369,167,69,79
"ENSGALG00000033379","EAF1",170,134,485,714,1175,654,211,301
"ENSGALG00000040665","METTL6",321,226,805,892,1328,688,328,400
"ENSGALG00000039337","SH3BP5",150,139,635,325,556,275,158,98
"ENSGALG00000052604","ENSGALG00000052604",26,13,67,56,128,58,25,15
"ENSGALG00000041731","CAPN7",71,69,215,153,419,171,123,72
"ENSGALG00000054423","ENSGALG00000054423",5,7,14,21,44,4,26,26
"ENSGALG00000047341","ENSGALG00000047341",10,13,17,13,34,17,7,20
"ENSGALG00000047663","ENSGALG00000047663",6,12,23,19,78,21,38,30
"ENSGALG00000035854","ENSGALG00000035854",4,3,22,3,19,14,4,5
"ENSGALG00000040917","PIK3R4",152,125,603,398,501,185,129,146
"ENSGALG00000034340","ATP2C1",562,524,1857,2136,5336,2327,1103,1176
"ENSGALG00000036171","ENSGALG00000036171",52,21,86,47,80,32,21,27
"ENSGALG00000037242","ENSGALG00000037242",4,6,16,33,59,16,20,19
"ENSGALG00000055090","ENSGALG00000055090",48,35,153,106,209,72,51,45
"ENSGALG00000048007","ENSGALG00000048007",1,4,22,8,13,10,2,0
"ENSGALG00000046890","ENSGALG00000046890",4,9,14,3,45,16,22,20
"ENSGALG00000049753","ENSGALG00000049753",17,13,22,41,53,27,17,9
"ENSGALG00000040873","MRPL3",405,325,1035,908,1319,428,296,139
"ENSGALG00000029235","CPNE4",60,43,210,204,257,162,63,94
"ENSGALG00000052910","ENSGALG00000052910",7,5,33,31,49,12,9,14
"ENSGALG00000030322","ENSGALG00000030322",9,1,43,12,74,17,8,3
"ENSGALG00000053151","ENSGALG00000053151",2,0,17,2,17,13,7,11
"ENSGALG00000043415","ACPP",11,16,62,25,69,12,23,32
"ENSGALG00000035068","DNAJC13",465,430,1416,1096,2826,1174,535,749
"ENSGALG00000035949","ACAD11",321,257,932,1060,2617,1168,581,596
"ENSGALG00000041491","ACKR4",5,14,53,26,68,33,32,32
"ENSGALG00000032382","UBA5",20,15,127,99,311,109,41,57
"ENSGALG00000049587","ENSGALG00000049587",31,41,74,53,109,44,35,65
"ENSGALG00000034586","ENSGALG00000034586",22,26,58,18,136,49,29,29
"ENSGALG00000036412","TMEM108",639,506,1938,2066,2734,1139,577,405
"ENSGALG00000034585","BFSP2",51,85,441,408,217,62,29,15
"ENSGALG00000032316","CDV3",2049,1917,6708,6153,10676,4003,2008,1168
"ENSGALG00000034461","TOPBP1",400,253,1099,916,2440,898,344,424
"ENSGALG00000037077","CCR5",7,5,16,5,45,8,16,9
"ENSGALG00000050893","CCR2",9,1,13,4,15,8,0,2
"ENSGALG00000011734","CCR8L",11,0,16,5,25,7,1,1
"ENSGALG00000011735","XCR1",0,0,0,6,15,3,5,6
"ENSGALG00000040212","FYCO1",73,70,214,197,456,221,130,189
"ENSGALG00000011808","CCR9",0,0,8,0,10,9,1,5
"ENSGALG00000054523","LZTFL1",228,187,608,451,1402,505,260,335
"ENSGALG00000039333","SLC6A20",4,3,35,36,53,32,9,18
"ENSGALG00000041334","SNRPD1",2723,2361,9893,8508,11601,3634,2148,826
"ENSGALG00000040902","SACM1L",234,246,655,653,980,482,258,309
"ENSGALG00000035623","LIMD1",461,450,2833,3101,2470,1401,489,254
"ENSGALG00000036309","LARS2",341,274,1081,1229,2016,1032,429,534
"ENSGALG00000034326","TMEM158",7,7,31,36,95,25,10,15
"ENSGALG00000040447","CDCP1",75,62,250,341,1331,587,330,434
"ENSGALG00000030969","CLEC3B",62,77,202,132,275,155,91,139
"ENSGALG00000030084","EXOSC7",754,684,2176,2216,3297,1259,848,814
"ENSGALG00000029266","ZDHHC3",215,169,555,439,722,411,166,201
"ENSGALG00000033171","TGM4",5,10,18,30,57,29,12,51
"ENSGALG00000047642","TMEM42",7,4,26,18,28,10,3,4
"ENSGALG00000036645","KIF15",1049,940,3470,3140,5981,2384,1342,1217
"ENSGALG00000035952","KIAA1143",685,651,1942,1886,3315,1585,847,779
"ENSGALG00000052060","ENSGALG00000052060",4,2,9,9,26,9,7,16
"ENSGALG00000054965","ENSGALG00000054965",0,1,13,2,19,4,2,14
"ENSGALG00000048344","ENSGALG00000048344",2,1,8,8,10,7,5,8
"ENSGALG00000051182","ENSGALG00000051182",1,2,6,15,15,4,0,2
"ENSGALG00000037203","CTNNB1",3032,2701,13065,11068,11768,4822,2457,1953
"ENSGALG00000036110","ENSGALG00000036110",10,8,81,59,60,52,23,31
"ENSGALG00000053882","ENSGALG00000053882",21,20,50,43,132,39,20,31
"ENSGALG00000048965","ENSGALG00000048965",4,9,17,27,48,23,13,7
"ENSGALG00000033698","ENSGALG00000033698",32,32,95,132,246,108,68,43
"ENSGALG00000049683","ENSGALG00000049683",44,30,159,145,394,107,88,76
"ENSGALG00000039440","ENSGALG00000039440",9,11,26,33,79,35,16,16
"ENSGALG00000038733","TRAK1",108,82,208,237,402,138,71,80
"ENSGALG00000029788","CCK",28,12,65,49,76,37,17,27
"ENSGALG00000049736","ENSGALG00000049736",1,1,5,2,1,3,0,0
"ENSGALG00000038646","EIF1B",492,407,1441,1394,2268,829,484,451
"ENSGALG00000054003","ENSGALG00000054003",2,3,5,3,10,6,3,3
"ENSGALG00000049942","gga-mir-7457",0,0,0,0,5,0,1,1
"ENSGALG00000043381","ENSGALG00000043381",145,107,422,421,691,285,203,246
"ENSGALG00000041372","ENSGALG00000041372",5,8,35,21,66,56,29,30
"ENSGALG00000030855","ENSGALG00000030855",1,1,10,4,24,9,5,3
"ENSGALG00000053093","ENSGALG00000053093",6,3,8,1,15,2,3,0
"ENSGALG00000051784","ENSGALG00000051784",13,7,28,11,69,22,18,26
"ENSGALG00000042706","TMC2",5,8,44,22,46,34,27,19
"ENSGALG00000035079","RPSAP58",30608,22534,86742,79568,147683,56516,29985,26531
"ENSGALG00000017838","RF00091",19,8,28,25,60,19,9,14
"ENSGALG00000017839","RF00091_1",16,8,21,11,42,20,5,9
"ENSGALG00000041275","SLC25A38",14,6,35,69,101,50,9,24
"ENSGALG00000038069","CCR8",11,3,29,16,18,8,1,9
"ENSGALG00000053738","ENSGALG00000053738",2,6,25,10,20,15,1,17
"ENSGALG00000038000","CX3CR1",10,2,19,7,24,1,7,4
"ENSGALG00000039146","CCR4",10,4,9,5,18,11,10,1
"ENSGALG00000040028","GLB1",723,500,1820,2132,4935,2105,751,1206
"ENSGALG00000050380","TMPPE",115,88,316,297,894,382,207,253
"ENSGALG00000017790","RF00001_7",0,2,0,3,2,2,0,0
"ENSGALG00000034163","CRTAP",473,423,1491,1412,2939,1304,599,810
"ENSGALG00000042289","SUSD5",2,5,26,11,40,22,13,8
"ENSGALG00000030175","FBXL2",96,93,242,289,919,491,267,325
"ENSGALG00000035630","UBP1",284,221,833,697,1338,591,260,309
"ENSGALG00000032647","CLASP2",608,533,1894,1754,3146,1350,500,645
"ENSGALG00000030111","ENSGALG00000030111",6,7,34,21,113,45,19,19
"ENSGALG00000033500","PDCD6IP",768,713,2394,3796,9161,4198,1662,2083
"ENSGALG00000043227","ENSGALG00000043227",2,1,3,5,1,4,2,4
"ENSGALG00000048800","ENSGALG00000048800",18,26,93,108,195,79,53,47
"ENSGALG00000053809","ENSGALG00000053809",1,2,1,4,4,6,1,0
"ENSGALG00000048548","ENSGALG00000048548",2,0,11,1,11,2,3,3
"ENSGALG00000025546","ENSGALG00000025546",1,0,0,0,1,0,0,1
"ENSGALG00000043240","ARPP21",168,149,457,557,824,393,172,201
"ENSGALG00000018284","gga-mir-128-2",0,0,1,2,0,0,0,3
"ENSGALG00000046762","ENSGALG00000046762",1,3,6,5,16,3,1,4
"ENSGALG00000050168","ENSGALG00000050168",4,8,9,2,20,2,5,5
"ENSGALG00000049419","ENSGALG00000049419",1,2,17,29,6,2,0,1
"ENSGALG00000039092","STAC",8,5,22,58,46,20,10,8
"ENSGALG00000052614","ENSGALG00000052614",5,5,5,3,22,12,14,4
"ENSGALG00000051827","ENSGALG00000051827",5,0,1,7,15,3,7,3
"ENSGALG00000034493","DCLK3",14,19,38,16,20,14,19,14
"ENSGALG00000037629","TRANK1",228,164,685,606,1021,535,261,196
"ENSGALG00000039169","MLH1",58,50,259,167,365,197,62,65
"ENSGALG00000033038","STARD3NL",291,216,812,655,1347,758,269,390
"ENSGALG00000046957","ENSGALG00000046957",8,3,22,7,20,7,6,3
"ENSGALG00000052995","ENSGALG00000052995",1,3,17,11,26,8,2,5
"ENSGALG00000042063","ENSGALG00000042063",65,42,221,131,135,100,26,12
"ENSGALG00000049164","ENSGALG00000049164",17,13,73,12,21,22,7,4
"ENSGALG00000031997","SFRP4",19,11,57,32,58,34,8,10
"ENSGALG00000029677","NME8",3,4,45,14,60,13,12,11
"ENSGALG00000054179","ENSGALG00000054179",1,4,1,3,3,7,0,0
"ENSGALG00000029256","ENSGALG00000029256",3,1,5,2,11,9,10,1
"ENSGALG00000012080","ENSGALG00000012080",3,1,3,11,3,4,7,4
"ENSGALG00000046643","ENSGALG00000046643",1,5,6,1,16,6,0,5
"ENSGALG00000032363","GPR141",2,0,5,3,5,2,0,0
"ENSGALG00000054567","ENSGALG00000054567",2,4,7,6,37,19,6,29
"ENSGALG00000035492","ELMO1",83,59,236,206,600,319,94,169
"ENSGALG00000035505","AOAH",21,11,99,32,98,48,23,15
"ENSGALG00000043642","ANLN",598,510,2032,2028,4429,1847,816,870
"ENSGALG00000036301","KIAA0895",139,76,383,374,771,278,94,147
"ENSGALG00000039983","EEPD1",41,66,245,215,244,115,73,26
"ENSGALG00000032830","SEPT7",1629,1293,3672,2780,4060,1679,1254,1255
"ENSGALG00000053088","ENSGALG00000053088",4,4,18,6,52,6,5,11
"ENSGALG00000040364","HERPUD2",640,525,1836,1370,2568,952,668,447
"ENSGALG00000032131","ENSGALG00000032131",1,1,3,3,5,5,1,0
"ENSGALG00000048096","ENSGALG00000048096",11,2,19,16,35,15,7,0
"ENSGALG00000051087","ENSGALG00000051087",0,2,17,23,14,16,8,7
"ENSGALG00000032097","TBX20",7,2,2,9,118,17,5,11
"ENSGALG00000055037","ENSGALG00000055037",2,3,12,9,45,8,11,9
"ENSGALG00000038978","ENSGALG00000038978",298,243,796,461,802,283,165,202
"ENSGALG00000041820","NPSR1",5,1,20,13,14,12,6,3
"ENSGALG00000054668","ENSGALG00000054668",0,2,4,11,11,1,0,2
"ENSGALG00000029811","BMPER",10,19,31,55,107,17,19,12
"ENSGALG00000052206","ENSGALG00000052206",4,2,18,0,30,6,9,3
"ENSGALG00000031650","BBS9",241,274,930,866,1553,705,288,357
"ENSGALG00000031397","NT5C3A",1115,983,3202,3368,5950,2396,1184,853
"ENSGALG00000037669","FKBP9",822,704,2409,1809,2489,1000,751,611
"ENSGALG00000035453","ENSGALG00000035453",51,54,135,104,135,72,69,64
"ENSGALG00000041407","ENSGALG00000041407",13,14,72,23,58,22,13,13
"ENSGALG00000038704","KBTBD2",411,361,1598,1437,3166,1348,522,528
"ENSGALG00000041568","AVL9",77,82,378,296,1100,429,184,266
"ENSGALG00000041625","LSM5",827,718,2544,2155,3670,1070,927,810
"ENSGALG00000047068","ENSGALG00000047068",0,1,1,3,0,1,0,2
"ENSGALG00000039935","PDE1C",167,186,728,596,826,323,207,169
"ENSGALG00000052062","ENSGALG00000052062",4,0,14,1,24,6,2,5
"ENSGALG00000036390","PPP1R17",188,223,596,423,1715,923,491,275
"ENSGALG00000049788","ENSGALG00000049788",4,4,25,13,33,12,18,3
"ENSGALG00000054262","ITPRID1",27,12,52,27,88,38,26,18
"ENSGALG00000030287","NEUROD6",7,5,20,7,55,19,23,22
"ENSGALG00000029378","ITGA9",741,722,2660,3102,4427,2136,714,935
"ENSGALG00000041114","GOLGA4",448,429,1178,1059,2663,1310,493,756
"ENSGALG00000033102","LRRFIP2",446,499,1390,1446,1847,844,387,354
"ENSGALG00000031978","TARP",6,8,17,42,7,5,4,5
"ENSGALG00000045639","ENSGALG00000045639",1,0,0,3,3,3,4,5
"ENSGALG00000032958","AMPH",42,44,150,80,277,80,48,57
"ENSGALG00000031635","VPS41",354,298,1060,1123,2404,1128,545,541
"ENSGALG00000050103","ENSGALG00000050103",3,3,33,5,39,18,9,7
"ENSGALG00000027816","RF02271_17",0,0,1,1,0,1,0,0
"ENSGALG00000031713","ENSGALG00000031713",9,4,17,17,54,25,16,11
"ENSGALG00000054858","ENSGALG00000054858",2,1,3,4,6,1,2,3
"ENSGALG00000043636","YAE1",116,81,407,302,735,306,154,127
"ENSGALG00000037112","ENSGALG00000037112",26,30,90,57,135,61,52,44
"ENSGALG00000031893","RALA",613,534,1669,1371,3219,1369,651,656
"ENSGALG00000043243","ENSGALG00000043243",163,148,504,431,708,259,129,161
"ENSGALG00000046769","ENSGALG00000046769",591,463,1362,980,1957,719,555,393
"ENSGALG00000050651","ENSGALG00000050651",55,49,140,140,332,107,77,47
"ENSGALG00000031294","MPLKIP",18,19,48,53,113,47,13,9
"ENSGALG00000031758","SUGCT",48,59,160,121,523,141,45,131
"ENSGALG00000048100","ENSGALG00000048100",4,5,24,21,47,17,26,20
"ENSGALG00000047377","ENSGALG00000047377",3,5,5,3,61,6,8,2
"ENSGALG00000034616","INHBA",18,7,49,29,158,48,21,14
"ENSGALG00000050534","ENSGALG00000050534",7,5,12,12,70,14,12,14
"ENSGALG00000040266","GLI3",968,800,2991,3326,3649,1591,646,936
"ENSGALG00000039754","ENSGALG00000039754",18,7,59,12,81,40,9,2
"ENSGALG00000052235","ENSGALG00000052235",4,1,11,2,22,7,4,11
"ENSGALG00000040161","C7orf25",108,89,216,225,447,250,125,155
"ENSGALG00000039387","PSMA2",2849,2446,7870,8561,14847,6028,3578,3715
"ENSGALG00000037258","MRPL32",942,910,2900,2465,4673,1545,1007,1029
"ENSGALG00000037193","HECW1",102,62,151,140,744,254,115,240
"ENSGALG00000031117","STK17A",32,16,135,39,392,91,45,51
"ENSGALG00000052677","ENSGALG00000052677",4,1,5,9,12,5,0,0
"ENSGALG00000031786","BLVRA",87,64,243,249,708,240,114,114
"ENSGALG00000046897","ENSGALG00000046897",0,1,6,0,5,4,1,0
"ENSGALG00000042773","VOPP1",539,420,1602,1365,2587,938,402,476
"ENSGALG00000032570","LANCL2",472,378,1429,1462,2790,1157,517,518
"ENSGALG00000038089","EGFR",168,170,650,510,1700,659,322,353
"ENSGALG00000051562","ENSGALG00000051562",11,8,32,29,228,43,50,31
"ENSGALG00000037863","SEC61G",1541,1164,3798,3016,5584,1642,1784,1618
"ENSGALG00000052638","ENSGALG00000052638",0,0,0,0,0,0,0,1
"ENSGALG00000040298","TPK1",323,276,980,924,1805,862,415,544
"ENSGALG00000024970","RF00100_2",2,1,6,5,12,7,0,3
"ENSGALG00000048009","ENSGALG00000048009",0,0,1,0,12,2,1,5
"ENSGALG00000053949","ENSGALG00000053949",8,5,19,25,150,19,20,39
"ENSGALG00000052458","ENSGALG00000052458",0,1,1,7,7,2,1,2
"ENSGALG00000052695","ENSGALG00000052695",3,7,3,9,51,10,0,2
"ENSGALG00000031971","CNTNAP2",27,26,73,80,286,77,60,106
"ENSGALG00000048525","ENSGALG00000048525",2,2,25,8,38,21,7,10
"ENSGALG00000036941","CUL1",1283,1089,3897,4313,10089,3615,1799,2497
"ENSGALG00000043399","EZH2",1284,1135,4144,4074,6653,3146,1487,1505
"ENSGALG00000025393","RF00019",1,1,4,4,12,1,6,11
"ENSGALG00000017803","RF00019_1",0,0,2,0,5,1,1,0
"ENSGALG00000017804","RF00019_2",4,0,6,15,25,4,1,9
"ENSGALG00000043006","PDIA4",5524,5115,17729,16639,40207,19529,11026,18767
"ENSGALG00000054888","ENSGALG00000054888",6,3,4,7,23,9,19,8
"ENSGALG00000037246","RAMP3",19,25,67,82,102,59,26,38
"ENSGALG00000031170","ADCY1",30,17,81,45,70,45,19,35
"ENSGALG00000027319","ENSGALG00000027319",0,0,3,0,14,1,5,5
"ENSGALG00000044565","ENSGALG00000044565",6,11,11,5,14,4,4,1
"ENSGALG00000043493","IGFBP1",12,10,16,20,41,20,9,23
"ENSGALG00000037940","IGFBP3",36,33,111,97,147,67,14,19
"ENSGALG00000049376","ENSGALG00000049376",0,0,3,3,13,2,1,2
"ENSGALG00000039139","TNS3",803,743,2338,2766,5601,2785,1268,1388
"ENSGALG00000054801","ENSGALG00000054801",0,2,18,3,18,2,7,0
"ENSGALG00000039589","ENSGALG00000039589",160,123,557,451,1153,471,247,241
"ENSGALG00000035050","ENSGALG00000035050",232,197,631,395,797,337,203,255
"ENSGALG00000047009","ENSGALG00000047009",316,281,1058,909,2278,830,357,508
"ENSGALG00000045953","ENSGALG00000045953",342,272,802,703,1361,448,336,299
"ENSGALG00000043724","NFX1",169,119,508,484,1263,572,247,316
"ENSGALG00000049180","ENSGALG00000049180",20,4,26,18,61,19,23,16
"ENSGALG00000042396","SLC12A7",432,413,1231,1246,3135,1365,694,890
"ENSGALG00000033834","TRIP13",688,637,2403,2668,3854,1625,914,653
"ENSGALG00000031260","ENSGALG00000031260",134,129,386,307,586,195,176,151
"ENSGALG00000053689","ENSGALG00000053689",122,117,346,378,958,292,164,148
"ENSGALG00000042784","TPPP",12,24,68,39,169,44,38,57
"ENSGALG00000025594","RF00020_1",1,0,2,0,2,1,0,2
"ENSGALG00000053674","ENSGALG00000053674",1,3,13,17,6,1,7,4
"ENSGALG00000039738","SLC9A3",9,16,15,31,103,22,16,28
"ENSGALG00000035393","LRRC14B",1,1,2,0,2,0,0,4
"ENSGALG00000034119","ENSGALG00000034119",25,22,84,38,181,34,31,27
"ENSGALG00000033179","TGFBR1",462,409,1321,1471,3992,1819,854,1150
"ENSGALG00000036829","RECK",185,199,683,603,1103,856,382,367
"ENSGALG00000026801","RF02275",0,1,0,1,2,1,0,0
"ENSGALG00000035669","ADNP2",218,209,714,577,650,335,150,182
"ENSGALG00000036067","RBFA",328,321,854,1064,1550,506,357,334
"ENSGALG00000037156","ENSGALG00000037156",187,208,583,647,844,369,279,244
"ENSGALG00000039617","ENSGALG00000039617",3,6,8,11,34,9,12,10
"ENSGALG00000052469","ENSGALG00000052469",7,8,19,8,2,3,2,2
"ENSGALG00000051267","gga-mir-7458-2",0,0,0,0,0,0,0,0
"ENSGALG00000046360","ENSGALG00000046360",25,30,106,118,227,95,51,60
"ENSGALG00000053537","gga-mir-7458-1",0,0,0,0,0,0,0,0
"ENSGALG00000049242","ENSGALG00000049242",17,7,13,19,1,4,3,2
"ENSGALG00000040739","TXNL4A",393,374,1148,965,2156,761,598,473
"ENSGALG00000039326","HSBP1L1",25,18,86,36,185,44,51,53
"ENSGALG00000049812","PQLC1",263,228,895,667,1298,500,285,299
"ENSGALG00000049847","ENSGALG00000049847",0,0,0,0,0,0,0,0
"ENSGALG00000031754","KCNG2",34,36,121,148,253,166,87,47
"ENSGALG00000031461","CTDP1",168,125,468,255,688,177,109,169
"ENSGALG00000042534","NFATC1",32,43,123,56,236,64,47,31
"ENSGALG00000053750","ENSGALG00000053750",0,0,0,3,1,1,2,0
"ENSGALG00000031323","ATP9B",264,254,806,704,1716,767,407,434
"ENSGALG00000041404","SALL3",721,671,2050,1665,2189,1343,356,417
"ENSGALG00000054175","ENSGALG00000054175",4,0,13,2,21,8,1,6
"ENSGALG00000048684","ENSGALG00000048684",2,7,25,3,41,16,19,2
"ENSGALG00000055055","ENSGALG00000055055",1,10,19,5,24,5,7,8
"ENSGALG00000050690","ENSGALG00000050690",0,4,20,8,24,5,10,15
"ENSGALG00000047252","ENSGALG00000047252",7,7,11,7,9,7,7,7
"ENSGALG00000026494","RF02271_18",0,0,0,7,9,0,0,0
"ENSGALG00000050219","ENSGALG00000050219",7,2,8,4,54,5,6,10
"ENSGALG00000035170","gga-mir-7459",0,0,0,1,3,0,0,1
"ENSGALG00000041273","KIAA0319",69,77,221,242,527,335,142,172
"ENSGALG00000053083","ENSGALG00000053083",2,4,0,3,13,1,1,1
"ENSGALG00000032544","ALDH5A1",288,255,740,652,897,398,243,180
"ENSGALG00000029836","GPLD1",30,32,139,71,183,61,48,47
"ENSGALG00000040084","MRS2",110,96,268,265,512,137,125,77
"ENSGALG00000042454","DCDC2",42,35,54,68,389,153,116,108
"ENSGALG00000037811","NRSN1",41,54,141,160,848,326,211,196
"ENSGALG00000052561","ENSGALG00000052561",4,6,13,9,55,9,3,4
"ENSGALG00000053514","ENSGALG00000053514",15,2,12,19,18,8,10,10
"ENSGALG00000052096","ENSGALG00000052096",8,7,11,10,29,16,12,12
"ENSGALG00000052691","ENSGALG00000052691",10,7,24,28,38,13,19,35
"ENSGALG00000052119","ENSGALG00000052119",17,14,41,18,59,14,9,14
"ENSGALG00000050942","ENSGALG00000050942",2,5,14,19,45,20,3,6
"ENSGALG00000048667","ENSGALG00000048667",61,53,162,170,228,137,78,77
"ENSGALG00000047798","ENSGALG00000047798",2,1,0,3,44,9,5,0
"ENSGALG00000012671","prl",12,19,59,32,115,37,10,25
"ENSGALG00000048490","ENSGALG00000048490",22,28,94,57,99,47,36,25
"ENSGALG00000052383","ENSGALG00000052383",25,19,100,55,122,58,24,16
"ENSGALG00000036497","SOX4",60,45,142,106,95,36,16,40
"ENSGALG00000052274","ENSGALG00000052274",8,8,24,18,56,27,20,12
"ENSGALG00000049383","ENSGALG00000049383",6,5,21,5,41,7,5,7
"ENSGALG00000012677","CDKAL1",503,486,1666,1868,3475,1736,787,873
"ENSGALG00000012680","E2F3",63,72,244,198,393,129,60,28
"ENSGALG00000012681","MBOAT1",19,13,68,44,358,146,86,101
"ENSGALG00000039474","ID4",79,72,155,138,218,46,35,32
"ENSGALG00000053349","ENSGALG00000053349",0,4,10,3,10,3,0,14
"ENSGALG00000053179","ENSGALG00000053179",0,1,6,9,25,2,5,1
"ENSGALG00000053137","ENSGALG00000053137",7,8,15,14,60,15,27,27
"ENSGALG00000047294","ENSGALG00000047294",6,3,30,7,41,10,15,27
